district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Nagarkot,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,rural,186.1
Kathmandu-Core,2024-08-20,1,8,0,0,,1,monsoon,commercial,3949.2
Baneshwor,2024-08-20,1,8,0,0,,1,monsoon,commercial,3117.5
Koteshwor,2024-08-20,1,8,0,0,,1,monsoon,commercial,2891.5
Balaju,2024-08-20,1,8,0,0,,1,monsoon,residential,2407.8
Maharajgunj,2024-08-20,1,8,0,0,,1,monsoon,residential,2065.5
Budhanilkantha,2024-08-20,1,8,0,0,,1,monsoon,suburban,1298.2
Tokha,2024-08-20,1,8,0,0,,1,monsoon,suburban,754.7
Chandragiri,2024-08-20,1,8,0,0,,1,monsoon,rural,509.6
Lalitpur,2024-08-20,1,8,0,0,,1,monsoon,commercial,2611.9
Satdobato,2024-08-20,1,8,0,0,,1,monsoon,commercial,2550.2
Kirtipur,2024-08-20,1,8,0,0,,1,monsoon,residential,1675.4
Imadol,2024-08-20,1,8,0,0,,1,monsoon,residential,1613.8
Lubhu,2024-08-20,1,8,0,0,,1,monsoon,suburban,819.9
Godawari,2024-08-20,1,8,0,0,,1,monsoon,rural,486.9
Dakshinkali,2024-08-20,1,8,0,0,,1,monsoon,rural,369.9
Bhaktapur,2024-08-20,1,8,0,0,,1,monsoon,commercial,3005.3
Madhyapur Thimi,2024-08-20,1,8,0,0,,1,monsoon,residential,1846.2
Suryabinayak,2024-08-20,1,8,0,0,,1,monsoon,suburban,884.2
Changunarayan,2024-08-20,1,8,0,0,,1,monsoon,rural,495.0
Nagarkot,2024-08-20,1,8,0,0,,1,monsoon,rural,219.2
Kathmandu-Core,2024-08-21,2,8,0,0,,2,monsoon,commercial,4237.6
Baneshwor,2024-08-21,2,8,0,0,,2,monsoon,commercial,2965.7
Koteshwor,2024-08-21,2,8,0,0,,2,monsoon,commercial,2770.3
Balaju,2024-08-21,2,8,0,0,,2,monsoon,residential,1947.1
Maharajgunj,2024-08-21,2,8,0,0,,2,monsoon,residential,2084.2
Budhanilkantha,2024-08-21,2,8,0,0,,2,monsoon,suburban,1066.7
Tokha,2024-08-21,2,8,0,0,,2,monsoon,suburban,836.3
Chandragiri,2024-08-21,2,8,0,0,,2,monsoon,rural,613.9
Lalitpur,2024-08-21,2,8,0,0,,2,monsoon,commercial,2907.7
Satdobato,2024-08-21,2,8,0,0,,2,monsoon,commercial,2633.6
Kirtipur,2024-08-21,2,8,0,0,,2,monsoon,residential,1862.1
Imadol,2024-08-21,2,8,0,0,,2,monsoon,residential,1207.1
Lubhu,2024-08-21,2,8,0,0,,2,monsoon,suburban,862.5
Godawari,2024-08-21,2,8,0,0,,2,monsoon,rural,395.7
Dakshinkali,2024-08-21,2,8,0,0,,2,monsoon,rural,374.8
Bhaktapur,2024-08-21,2,8,0,0,,2,monsoon,commercial,2112.0
Madhyapur Thimi,2024-08-21,2,8,0,0,,2,monsoon,residential,2078.3
Suryabinayak,2024-08-21,2,8,0,0,,2,monsoon,suburban,1129.0
Changunarayan,2024-08-21,2,8,0,0,,2,monsoon,rural,530.5
Nagarkot,2024-08-21,2,8,0,0,,2,monsoon,rural,249.8
Kathmandu-Core,2024-08-22,3,8,0,0,,3,monsoon,commercial,2690.7
Baneshwor,2024-08-22,3,8,0,0,,3,monsoon,commercial,2198.2
Koteshwor,2024-08-22,3,8,0,0,,3,monsoon,commercial,2689.7
Balaju,2024-08-22,3,8,0,0,,3,monsoon,residential,1454.3
Maharajgunj,2024-08-22,3,8,0,0,,3,monsoon,residential,1292.3
Budhanilkantha,2024-08-22,3,8,0,0,,3,monsoon,suburban,903.2
Tokha,2024-08-22,3,8,0,0,,3,monsoon,suburban,630.4
Chandragiri,2024-08-22,3,8,0,0,,3,monsoon,rural,348.7
Lalitpur,2024-08-22,3,8,0,0,,3,monsoon,commercial,2061.0
Satdobato,2024-08-22,3,8,0,0,,3,monsoon,commercial,1900.3
Kirtipur,2024-08-22,3,8,0,0,,3,monsoon,residential,1315.2
Imadol,2024-08-22,3,8,0,0,,3,monsoon,residential,1188.2
Lubhu,2024-08-22,3,8,0,0,,3,monsoon,suburban,698.9
Godawari,2024-08-22,3,8,0,0,,3,monsoon,rural,370.5
Dakshinkali,2024-08-22,3,8,0,0,,3,monsoon,rural,256.4
Bhaktapur,2024-08-22,3,8,0,0,,3,monsoon,commercial,1793.1
Madhyapur Thimi,2024-08-22,3,8,0,0,,3,monsoon,residential,1566.4
Suryabinayak,2024-08-22,3,8,0,0,,3,monsoon,suburban,883.8
Changunarayan,2024-08-22,3,8,0,0,,3,monsoon,rural,375.4
Nagarkot,2024-08-22,3,8,0,0,,3,monsoon,rural,176.0
Kathmandu-Core,2024-08-23,4,8,0,0,,3,monsoon,commercial,2632.8
Baneshwor,2024-08-23,4,8,0,0,,3,monsoon,commercial,2108.2
Koteshwor,2024-08-23,4,8,0,0,,3,monsoon,commercial,2666.5
Balaju,2024-08-23,4,8,0,0,,3,monsoon,residential,1833.4
Maharajgunj,2024-08-23,4,8,0,0,,3,monsoon,residential,1704.5
Budhanilkantha,2024-08-23,4,8,0,0,,3,monsoon,suburban,889.4
Tokha,2024-08-23,4,8,0,0,,3,monsoon,suburban,879.9
Chandragiri,2024-08-23,4,8,0,0,,3,monsoon,rural,400.4
Lalitpur,2024-08-23,4,8,0,0,,3,monsoon,commercial,3000.8
Satdobato,2024-08-23,4,8,0,0,,3,monsoon,commercial,2168.4
Kirtipur,2024-08-23,4,8,0,0,,3,monsoon,residential,1329.9
Imadol,2024-08-23,4,8,0,0,,3,monsoon,residential,1335.6
Lubhu,2024-08-23,4,8,0,0,,3,monsoon,suburban,710.8
Godawari,2024-08-23,4,8,0,0,,3,monsoon,rural,392.5
Dakshinkali,2024-08-23,4,8,0,0,,3,monsoon,rural,286.2
Bhaktapur,2024-08-23,4,8,0,0,,3,monsoon,commercial,1974.7
Madhyapur Thimi,2024-08-23,4,8,0,0,,3,monsoon,residential,2051.0
Suryabinayak,2024-08-23,4,8,0,0,,3,monsoon,suburban,945.7
Changunarayan,2024-08-23,4,8,0,0,,3,monsoon,rural,434.0
Nagarkot,2024-08-23,4,8,0,0,,3,monsoon,rural,204.2
Kathmandu-Core,2024-08-24,5,8,1,0,,2,monsoon,commercial,2636.7
Baneshwor,2024-08-24,5,8,1,0,,2,monsoon,commercial,2207.4
Koteshwor,2024-08-24,5,8,1,0,,2,monsoon,commercial,2064.0
Balaju,2024-08-24,5,8,1,0,,2,monsoon,residential,1759.1
Maharajgunj,2024-08-24,5,8,1,0,,2,monsoon,residential,1607.8
Budhanilkantha,2024-08-24,5,8,1,0,,2,monsoon,suburban,644.0
Tokha,2024-08-24,5,8,1,0,,2,monsoon,suburban,786.1
Chandragiri,2024-08-24,5,8,1,0,,2,monsoon,rural,389.1
Lalitpur,2024-08-24,5,8,1,0,,2,monsoon,commercial,2672.3
Satdobato,2024-08-24,5,8,1,0,,2,monsoon,commercial,1860.1
Kirtipur,2024-08-24,5,8,1,0,,2,monsoon,residential,1366.6
Imadol,2024-08-24,5,8,1,0,,2,monsoon,residential,1354.2
Lubhu,2024-08-24,5,8,1,0,,2,monsoon,suburban,592.4
Godawari,2024-08-24,5,8,1,0,,2,monsoon,rural,423.5
Dakshinkali,2024-08-24,5,8,1,0,,2,monsoon,rural,339.5
Bhaktapur,2024-08-24,5,8,1,0,,2,monsoon,commercial,2252.7
Madhyapur Thimi,2024-08-24,5,8,1,0,,2,monsoon,residential,1536.3
Suryabinayak,2024-08-24,5,8,1,0,,2,monsoon,suburban,862.2
Changunarayan,2024-08-24,5,8,1,0,,2,monsoon,rural,371.1
Nagarkot,2024-08-24,5,8,1,0,,2,monsoon,rural,262.9
Kathmandu-Core,2024-08-25,6,8,1,0,,1,monsoon,commercial,2498.8
Baneshwor,2024-08-25,6,8,1,0,,1,monsoon,commercial,2201.9
Koteshwor,2024-08-25,6,8,1,0,,1,monsoon,commercial,2057.9
Balaju,2024-08-25,6,8,1,0,,1,monsoon,residential,1916.5
Maharajgunj,2024-08-25,6,8,1,0,,1,monsoon,residential,1936.2
Budhanilkantha,2024-08-25,6,8,1,0,,1,monsoon,suburban,888.6
Tokha,2024-08-25,6,8,1,0,,1,monsoon,suburban,779.5
Chandragiri,2024-08-25,6,8,1,0,,1,monsoon,rural,359.4
Lalitpur,2024-08-25,6,8,1,0,,1,monsoon,commercial,2009.8
Satdobato,2024-08-25,6,8,1,0,,1,monsoon,commercial,1877.6
Kirtipur,2024-08-25,6,8,1,0,,1,monsoon,residential,1805.3
Imadol,2024-08-25,6,8,1,0,,1,monsoon,residential,1320.5
Lubhu,2024-08-25,6,8,1,0,,1,monsoon,suburban,658.3
Godawari,2024-08-25,6,8,1,0,,1,monsoon,rural,381.2
Dakshinkali,2024-08-25,6,8,1,0,,1,monsoon,rural,307.0
Bhaktapur,2024-08-25,6,8,1,0,,1,monsoon,commercial,2092.0
Madhyapur Thimi,2024-08-25,6,8,1,0,,1,monsoon,residential,1392.4
Suryabinayak,2024-08-25,6,8,1,0,,1,monsoon,suburban,990.7
Changunarayan,2024-08-25,6,8,1,0,,1,monsoon,rural,408.3
Nagarkot,2024-08-25,6,8,1,0,,1,monsoon,rural,263.5
Kathmandu-Core,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2674.1
Baneshwor,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2908.3
Koteshwor,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2816.4
Balaju,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1893.2
Maharajgunj,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1481.8
Budhanilkantha,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,suburban,982.0
Tokha,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,suburban,681.8
Chandragiri,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,435.1
Lalitpur,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,3192.8
Satdobato,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2519.5
Kirtipur,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1517.1
Imadol,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1162.2
Lubhu,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,suburban,770.5
Godawari,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,398.2
Dakshinkali,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,215.8
Bhaktapur,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2290.6
Madhyapur Thimi,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1677.7
Suryabinayak,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,suburban,1000.2
Changunarayan,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,366.2
Nagarkot,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,148.9
Kathmandu-Core,2024-08-27,1,8,0,0,,1,monsoon,commercial,2860.2
Baneshwor,2024-08-27,1,8,0,0,,1,monsoon,commercial,2444.2
Koteshwor,2024-08-27,1,8,0,0,,1,monsoon,commercial,1822.3
Balaju,2024-08-27,1,8,0,0,,1,monsoon,residential,1401.1
Maharajgunj,2024-08-27,1,8,0,0,,1,monsoon,residential,1918.8
Budhanilkantha,2024-08-27,1,8,0,0,,1,monsoon,suburban,805.7
Tokha,2024-08-27,1,8,0,0,,1,monsoon,suburban,758.1
Chandragiri,2024-08-27,1,8,0,0,,1,monsoon,rural,362.9
Lalitpur,2024-08-27,1,8,0,0,,1,monsoon,commercial,1867.5
Satdobato,2024-08-27,1,8,0,0,,1,monsoon,commercial,1976.0
Kirtipur,2024-08-27,1,8,0,0,,1,monsoon,residential,1286.1
Imadol,2024-08-27,1,8,0,0,,1,monsoon,residential,1099.2
Lubhu,2024-08-27,1,8,0,0,,1,monsoon,suburban,618.7
Godawari,2024-08-27,1,8,0,0,,1,monsoon,rural,359.6
Dakshinkali,2024-08-27,1,8,0,0,,1,monsoon,rural,257.7
Bhaktapur,2024-08-27,1,8,0,0,,1,monsoon,commercial,1558.2
Madhyapur Thimi,2024-08-27,1,8,0,0,,1,monsoon,residential,1562.1
Suryabinayak,2024-08-27,1,8,0,0,,1,monsoon,suburban,587.4
Changunarayan,2024-08-27,1,8,0,0,,1,monsoon,rural,278.8
Nagarkot,2024-08-27,1,8,0,0,,1,monsoon,rural,203.1
Kathmandu-Core,2024-08-28,2,8,0,0,,2,monsoon,commercial,2935.9
Baneshwor,2024-08-28,2,8,0,0,,2,monsoon,commercial,2345.3
Koteshwor,2024-08-28,2,8,0,0,,2,monsoon,commercial,1903.3
Balaju,2024-08-28,2,8,0,0,,2,monsoon,residential,1452.7
Maharajgunj,2024-08-28,2,8,0,0,,2,monsoon,residential,1429.5
Budhanilkantha,2024-08-28,2,8,0,0,,2,monsoon,suburban,676.2
Tokha,2024-08-28,2,8,0,0,,2,monsoon,suburban,635.2
Chandragiri,2024-08-28,2,8,0,0,,2,monsoon,rural,424.4
Lalitpur,2024-08-28,2,8,0,0,,2,monsoon,commercial,2919.8
Satdobato,2024-08-28,2,8,0,0,,2,monsoon,commercial,1915.7
Kirtipur,2024-08-28,2,8,0,0,,2,monsoon,residential,1449.0
Imadol,2024-08-28,2,8,0,0,,2,monsoon,residential,889.4
Lubhu,2024-08-28,2,8,0,0,,2,monsoon,suburban,676.9
Godawari,2024-08-28,2,8,0,0,,2,monsoon,rural,314.9
Dakshinkali,2024-08-28,2,8,0,0,,2,monsoon,rural,272.1
Bhaktapur,2024-08-28,2,8,0,0,,2,monsoon,commercial,1782.2
Madhyapur Thimi,2024-08-28,2,8,0,0,,2,monsoon,residential,1709.9
Suryabinayak,2024-08-28,2,8,0,0,,2,monsoon,suburban,686.2
Changunarayan,2024-08-28,2,8,0,0,,2,monsoon,rural,397.7
Nagarkot,2024-08-28,2,8,0,0,,2,monsoon,rural,180.3
Kathmandu-Core,2024-08-29,3,8,0,0,,3,monsoon,commercial,2714.9
Baneshwor,2024-08-29,3,8,0,0,,3,monsoon,commercial,2309.5
Koteshwor,2024-08-29,3,8,0,0,,3,monsoon,commercial,2054.2
Balaju,2024-08-29,3,8,0,0,,3,monsoon,residential,1584.8
Maharajgunj,2024-08-29,3,8,0,0,,3,monsoon,residential,1464.9
Budhanilkantha,2024-08-29,3,8,0,0,,3,monsoon,suburban,860.6
Tokha,2024-08-29,3,8,0,0,,3,monsoon,suburban,704.1
Chandragiri,2024-08-29,3,8,0,0,,3,monsoon,rural,431.3
Lalitpur,2024-08-29,3,8,0,0,,3,monsoon,commercial,2769.1
Satdobato,2024-08-29,3,8,0,0,,3,monsoon,commercial,1762.9
Kirtipur,2024-08-29,3,8,0,0,,3,monsoon,residential,1466.9
Imadol,2024-08-29,3,8,0,0,,3,monsoon,residential,990.2
Lubhu,2024-08-29,3,8,0,0,,3,monsoon,suburban,671.6
Godawari,2024-08-29,3,8,0,0,,3,monsoon,rural,374.4
Dakshinkali,2024-08-29,3,8,0,0,,3,monsoon,rural,202.2
Bhaktapur,2024-08-29,3,8,0,0,,3,monsoon,commercial,1857.3
Madhyapur Thimi,2024-08-29,3,8,0,0,,3,monsoon,residential,1393.0
Suryabinayak,2024-08-29,3,8,0,0,,3,monsoon,suburban,696.9
Changunarayan,2024-08-29,3,8,0,0,,3,monsoon,rural,429.8
Nagarkot,2024-08-29,3,8,0,0,,3,monsoon,rural,171.9
Kathmandu-Core,2024-08-30,4,8,0,0,,4,monsoon,commercial,2699.7
Baneshwor,2024-08-30,4,8,0,0,,4,monsoon,commercial,2573.7
Koteshwor,2024-08-30,4,8,0,0,,4,monsoon,commercial,2672.2
Balaju,2024-08-30,4,8,0,0,,4,monsoon,residential,1685.4
Maharajgunj,2024-08-30,4,8,0,0,,4,monsoon,residential,1817.2
Budhanilkantha,2024-08-30,4,8,0,0,,4,monsoon,suburban,960.9
Tokha,2024-08-30,4,8,0,0,,4,monsoon,suburban,556.0
Chandragiri,2024-08-30,4,8,0,0,,4,monsoon,rural,398.1
Lalitpur,2024-08-30,4,8,0,0,,4,monsoon,commercial,2510.7
Satdobato,2024-08-30,4,8,0,0,,4,monsoon,commercial,2303.9
Kirtipur,2024-08-30,4,8,0,0,,4,monsoon,residential,1004.3
Imadol,2024-08-30,4,8,0,0,,4,monsoon,residential,1621.0
Lubhu,2024-08-30,4,8,0,0,,4,monsoon,suburban,720.7
Godawari,2024-08-30,4,8,0,0,,4,monsoon,rural,383.1
Dakshinkali,2024-08-30,4,8,0,0,,4,monsoon,rural,323.6
Bhaktapur,2024-08-30,4,8,0,0,,4,monsoon,commercial,2541.6
Madhyapur Thimi,2024-08-30,4,8,0,0,,4,monsoon,residential,1760.6
Suryabinayak,2024-08-30,4,8,0,0,,4,monsoon,suburban,922.3
Changunarayan,2024-08-30,4,8,0,0,,4,monsoon,rural,405.7
Nagarkot,2024-08-30,4,8,0,0,,4,monsoon,rural,198.1
Kathmandu-Core,2024-08-31,5,8,1,0,,5,monsoon,commercial,2218.1
Baneshwor,2024-08-31,5,8,1,0,,5,monsoon,commercial,1872.2
Koteshwor,2024-08-31,5,8,1,0,,5,monsoon,commercial,1887.9
Balaju,2024-08-31,5,8,1,0,,5,monsoon,residential,1529.8
Maharajgunj,2024-08-31,5,8,1,0,,5,monsoon,residential,1608.8
Budhanilkantha,2024-08-31,5,8,1,0,,5,monsoon,suburban,734.0
Tokha,2024-08-31,5,8,1,0,,5,monsoon,suburban,784.3
Chandragiri,2024-08-31,5,8,1,0,,5,monsoon,rural,411.5
Lalitpur,2024-08-31,5,8,1,0,,5,monsoon,commercial,2283.1
Satdobato,2024-08-31,5,8,1,0,,5,monsoon,commercial,1739.5
Kirtipur,2024-08-31,5,8,1,0,,5,monsoon,residential,2072.3
Imadol,2024-08-31,5,8,1,0,,5,monsoon,residential,1584.7
Lubhu,2024-08-31,5,8,1,0,,5,monsoon,suburban,576.3
Godawari,2024-08-31,5,8,1,0,,5,monsoon,rural,412.0
Dakshinkali,2024-08-31,5,8,1,0,,5,monsoon,rural,304.1
Bhaktapur,2024-08-31,5,8,1,0,,5,monsoon,commercial,1774.5
Madhyapur Thimi,2024-08-31,5,8,1,0,,5,monsoon,residential,1424.4
Suryabinayak,2024-08-31,5,8,1,0,,5,monsoon,suburban,903.2
Changunarayan,2024-08-31,5,8,1,0,,5,monsoon,rural,407.5
Nagarkot,2024-08-31,5,8,1,0,,5,monsoon,rural,270.7
Kathmandu-Core,2024-09-01,6,9,1,0,,6,monsoon,commercial,2825.6
Baneshwor,2024-09-01,6,9,1,0,,6,monsoon,commercial,2598.0
Koteshwor,2024-09-01,6,9,1,0,,6,monsoon,commercial,1982.2
Balaju,2024-09-01,6,9,1,0,,6,monsoon,residential,2071.0
Maharajgunj,2024-09-01,6,9,1,0,,6,monsoon,residential,1874.6
Budhanilkantha,2024-09-01,6,9,1,0,,6,monsoon,suburban,931.2
Tokha,2024-09-01,6,9,1,0,,6,monsoon,suburban,746.6
Chandragiri,2024-09-01,6,9,1,0,,6,monsoon,rural,529.2
Lalitpur,2024-09-01,6,9,1,0,,6,monsoon,commercial,2473.4
Satdobato,2024-09-01,6,9,1,0,,6,monsoon,commercial,2143.6
Kirtipur,2024-09-01,6,9,1,0,,6,monsoon,residential,1542.0
Imadol,2024-09-01,6,9,1,0,,6,monsoon,residential,1248.1
Lubhu,2024-09-01,6,9,1,0,,6,monsoon,suburban,677.4
Godawari,2024-09-01,6,9,1,0,,6,monsoon,rural,423.7
Dakshinkali,2024-09-01,6,9,1,0,,6,monsoon,rural,307.0
Bhaktapur,2024-09-01,6,9,1,0,,6,monsoon,commercial,2165.8
Madhyapur Thimi,2024-09-01,6,9,1,0,,6,monsoon,residential,1452.5
Suryabinayak,2024-09-01,6,9,1,0,,6,monsoon,suburban,797.7
Changunarayan,2024-09-01,6,9,1,0,,6,monsoon,rural,514.6
Nagarkot,2024-09-01,6,9,1,0,,6,monsoon,rural,279.1
Kathmandu-Core,2024-09-02,0,9,0,0,,5,monsoon,commercial,2688.8
Baneshwor,2024-09-02,0,9,0,0,,5,monsoon,commercial,2113.6
Koteshwor,2024-09-02,0,9,0,0,,5,monsoon,commercial,2043.4
Balaju,2024-09-02,0,9,0,0,,5,monsoon,residential,1546.0
Maharajgunj,2024-09-02,0,9,0,0,,5,monsoon,residential,1621.2
Budhanilkantha,2024-09-02,0,9,0,0,,5,monsoon,suburban,947.7
Tokha,2024-09-02,0,9,0,0,,5,monsoon,suburban,668.3
Chandragiri,2024-09-02,0,9,0,0,,5,monsoon,rural,345.7
Lalitpur,2024-09-02,0,9,0,0,,5,monsoon,commercial,2623.1
Satdobato,2024-09-02,0,9,0,0,,5,monsoon,commercial,1853.3
Kirtipur,2024-09-02,0,9,0,0,,5,monsoon,residential,1270.1
Imadol,2024-09-02,0,9,0,0,,5,monsoon,residential,1364.3
Lubhu,2024-09-02,0,9,0,0,,5,monsoon,suburban,703.0
Godawari,2024-09-02,0,9,0,0,,5,monsoon,rural,362.0
Dakshinkali,2024-09-02,0,9,0,0,,5,monsoon,rural,226.7
Bhaktapur,2024-09-02,0,9,0,0,,5,monsoon,commercial,1920.1
Madhyapur Thimi,2024-09-02,0,9,0,0,,5,monsoon,residential,1696.7
Suryabinayak,2024-09-02,0,9,0,0,,5,monsoon,suburban,746.4
Changunarayan,2024-09-02,0,9,0,0,,5,monsoon,rural,438.2
Nagarkot,2024-09-02,0,9,0,0,,5,monsoon,rural,219.7
Kathmandu-Core,2024-09-03,1,9,0,0,,4,monsoon,commercial,3563.0
Baneshwor,2024-09-03,1,9,0,0,,4,monsoon,commercial,2627.2
Koteshwor,2024-09-03,1,9,0,0,,4,monsoon,commercial,2626.4
Balaju,2024-09-03,1,9,0,0,,4,monsoon,residential,1992.8
Maharajgunj,2024-09-03,1,9,0,0,,4,monsoon,residential,1669.0
Budhanilkantha,2024-09-03,1,9,0,0,,4,monsoon,suburban,843.6
Tokha,2024-09-03,1,9,0,0,,4,monsoon,suburban,707.7
Chandragiri,2024-09-03,1,9,0,0,,4,monsoon,rural,434.5
Lalitpur,2024-09-03,1,9,0,0,,4,monsoon,commercial,2260.9
Satdobato,2024-09-03,1,9,0,0,,4,monsoon,commercial,2127.6
Kirtipur,2024-09-03,1,9,0,0,,4,monsoon,residential,1613.2
Imadol,2024-09-03,1,9,0,0,,4,monsoon,residential,913.2
Lubhu,2024-09-03,1,9,0,0,,4,monsoon,suburban,797.2
Godawari,2024-09-03,1,9,0,0,,4,monsoon,rural,424.4
Dakshinkali,2024-09-03,1,9,0,0,,4,monsoon,rural,266.1
Bhaktapur,2024-09-03,1,9,0,0,,4,monsoon,commercial,2099.7
Madhyapur Thimi,2024-09-03,1,9,0,0,,4,monsoon,residential,1584.6
Suryabinayak,2024-09-03,1,9,0,0,,4,monsoon,suburban,944.2
Changunarayan,2024-09-03,1,9,0,0,,4,monsoon,rural,443.7
Nagarkot,2024-09-03,1,9,0,0,,4,monsoon,rural,166.6
Kathmandu-Core,2024-09-04,2,9,0,0,,3,monsoon,commercial,3179.3
Baneshwor,2024-09-04,2,9,0,0,,3,monsoon,commercial,2471.9
Koteshwor,2024-09-04,2,9,0,0,,3,monsoon,commercial,2477.8
Balaju,2024-09-04,2,9,0,0,,3,monsoon,residential,1554.8
Maharajgunj,2024-09-04,2,9,0,0,,3,monsoon,residential,1916.3
Budhanilkantha,2024-09-04,2,9,0,0,,3,monsoon,suburban,1009.6
Tokha,2024-09-04,2,9,0,0,,3,monsoon,suburban,681.6
Chandragiri,2024-09-04,2,9,0,0,,3,monsoon,rural,354.8
Lalitpur,2024-09-04,2,9,0,0,,3,monsoon,commercial,2551.4
Satdobato,2024-09-04,2,9,0,0,,3,monsoon,commercial,2277.7
Kirtipur,2024-09-04,2,9,0,0,,3,monsoon,residential,1466.7
Imadol,2024-09-04,2,9,0,0,,3,monsoon,residential,1425.4
Lubhu,2024-09-04,2,9,0,0,,3,monsoon,suburban,737.0
Godawari,2024-09-04,2,9,0,0,,3,monsoon,rural,417.5
Dakshinkali,2024-09-04,2,9,0,0,,3,monsoon,rural,292.6
Bhaktapur,2024-09-04,2,9,0,0,,3,monsoon,commercial,1642.6
Madhyapur Thimi,2024-09-04,2,9,0,0,,3,monsoon,residential,1546.8
Suryabinayak,2024-09-04,2,9,0,0,,3,monsoon,suburban,927.5
Changunarayan,2024-09-04,2,9,0,0,,3,monsoon,rural,394.4
Nagarkot,2024-09-04,2,9,0,0,,3,monsoon,rural,212.3
Kathmandu-Core,2024-09-05,3,9,0,0,,2,monsoon,commercial,3713.3
Baneshwor,2024-09-05,3,9,0,0,,2,monsoon,commercial,2887.6
Koteshwor,2024-09-05,3,9,0,0,,2,monsoon,commercial,3142.3
Balaju,2024-09-05,3,9,0,0,,2,monsoon,residential,2296.9
Maharajgunj,2024-09-05,3,9,0,0,,2,monsoon,residential,1897.2
Budhanilkantha,2024-09-05,3,9,0,0,,2,monsoon,suburban,1133.9
Tokha,2024-09-05,3,9,0,0,,2,monsoon,suburban,862.8
Chandragiri,2024-09-05,3,9,0,0,,2,monsoon,rural,622.9
Lalitpur,2024-09-05,3,9,0,0,,2,monsoon,commercial,3354.9
Satdobato,2024-09-05,3,9,0,0,,2,monsoon,commercial,3304.8
Kirtipur,2024-09-05,3,9,0,0,,2,monsoon,residential,2193.3
Imadol,2024-09-05,3,9,0,0,,2,monsoon,residential,1595.1
Lubhu,2024-09-05,3,9,0,0,,2,monsoon,suburban,769.3
Godawari,2024-09-05,3,9,0,0,,2,monsoon,rural,364.5
Dakshinkali,2024-09-05,3,9,0,0,,2,monsoon,rural,301.4
Bhaktapur,2024-09-05,3,9,0,0,,2,monsoon,commercial,2140.1
Madhyapur Thimi,2024-09-05,3,9,0,0,,2,monsoon,residential,2399.8
Suryabinayak,2024-09-05,3,9,0,0,,2,monsoon,suburban,1084.5
Changunarayan,2024-09-05,3,9,0,0,,2,monsoon,rural,540.1
Nagarkot,2024-09-05,3,9,0,0,,2,monsoon,rural,190.9
Kathmandu-Core,2024-09-06,4,9,0,0,,1,monsoon,commercial,3570.4
Baneshwor,2024-09-06,4,9,0,0,,1,monsoon,commercial,3937.1
Koteshwor,2024-09-06,4,9,0,0,,1,monsoon,commercial,3563.2
Balaju,2024-09-06,4,9,0,0,,1,monsoon,residential,2349.7
Maharajgunj,2024-09-06,4,9,0,0,,1,monsoon,residential,2374.7
Budhanilkantha,2024-09-06,4,9,0,0,,1,monsoon,suburban,1507.6
Tokha,2024-09-06,4,9,0,0,,1,monsoon,suburban,1022.3
Chandragiri,2024-09-06,4,9,0,0,,1,monsoon,rural,598.0
Lalitpur,2024-09-06,4,9,0,0,,1,monsoon,commercial,3842.8
Satdobato,2024-09-06,4,9,0,0,,1,monsoon,commercial,3911.8
Kirtipur,2024-09-06,4,9,0,0,,1,monsoon,residential,1497.3
Imadol,2024-09-06,4,9,0,0,,1,monsoon,residential,1882.2
Lubhu,2024-09-06,4,9,0,0,,1,monsoon,suburban,932.2
Godawari,2024-09-06,4,9,0,0,,1,monsoon,rural,560.8
Dakshinkali,2024-09-06,4,9,0,0,,1,monsoon,rural,364.2
Bhaktapur,2024-09-06,4,9,0,0,,1,monsoon,commercial,2751.3
Madhyapur Thimi,2024-09-06,4,9,0,0,,1,monsoon,residential,2413.8
Suryabinayak,2024-09-06,4,9,0,0,,1,monsoon,suburban,1501.8
